,municipio,latitud,longitud,nombre,categoria,distancia,direccion
407,campo-real,40.3381881,-3.3813911,Aninca,Restaurantes,57,"Calle Morata, 24, 28510 Campo Real Comunidad de Madrid"
408,campo-real,40.3381881,-3.3813911,Pescados Paco,Restaurantes,104,"Calle del Mercado, 1, 28510 Campo Real Comunidad de Madrid"
409,campo-real,40.3381881,-3.3813911,la Posada,Restaurantes,302,"Carretera Villar del Olmo, 29, 28510 Campo Real Comunidad de Madrid"
410,campo-real,40.3381881,-3.3813911,Los Jarales,Restaurantes,458,"Carretera Loeches, Km 1,2, 28510 Campo Real Comunidad de Madrid"
411,campo-real,40.3381881,-3.3813911,Bar el Descanso,Restaurantes,459,"Carretera de Loeches, 2, 28510 Campo Real Comunidad de Madrid"
412,campo-real,40.3381881,-3.3813911,Restaurante Casa Jose,Restaurantes,513,"Carretera Villar del Olmo, 38, 28510 Campo Real Comunidad de Madrid"
413,campo-real,40.3381881,-3.3813911,Campeña de Pizzeria Mayor,Restaurantes,579,"Carretera Villar del Olmo, 51, Campo Real Madrid"
414,campo-real,40.3381881,-3.3813911,Asador Casa Andrés,Restaurantes,624,"Carr. de Madrid, 1, 28510 Campo Real Comunidad de Madrid"
415,campo-real,40.3381881,-3.3813911,Polideportivo Municipal de Campo Real,Gimnasios,893,"Paseo Pozuelo, s/n, 28510 Campo Real Comunidad de Madrid"
416,canencia,40.9095894,-3.7375609,Hostal colorines,Restaurantes,216,"Calle Real, s/n, 28743 Canencia Madrid"
417,canencia,40.9095894,-3.7375609,Colorines Restaurante,Restaurantes,287,"Calle del Matadero, 14, 28743 Canencia Comunidad de Madrid"
418,carabana,40.256626,-3.2347206,Restaurante Mariblanca,Restaurantes,55,"Avenida Tielmes, 6, 28560 Carabaña Madrid"
419,carabana,40.256626,-3.2347206,Restaurante-terraza la tropicana,Restaurantes,237,"Camino de los Villares, 9, 28560 Carabaña Comunidad de Madrid"
420,carabana,40.256626,-3.2347206,El Asador de los Gallos,Restaurantes,312,"Plaza de España, 23, 28560 Carabaña Comunidad de Madrid"
421,carabana,40.256626,-3.2347206,Estela Bar Tapas y Pinchos,Restaurantes,312,"Plaza de España, 27, 28560 Carabaña Comunidad de Madrid"
422,carabana,40.256626,-3.2347206,Cafe Bar Plan B,Restaurantes,922,"Calle Sierra N15, 28560 Carabaña Comunidad de Madrid"
423,casarrubuelos,40.1707803,-3.8308526,I.E.S la Sagra,Universidades,1816,"Calle de la Constitución, 2, 45200 Illescas Castilla-La Mancha"
424,casarrubuelos,40.1707803,-3.8308526,Terra Gastro Taberna,Restaurantes,155,"Calle Mayor, 2, 28977 Casarrubuelos Comunidad de Madrid"
425,casarrubuelos,40.1707803,-3.8308526,Café Bar la Bruja Motera,Restaurantes,225,"Calle Moratalaz, 16, 28977 Casarrubuelos Comunidad de Madrid"
426,casarrubuelos,40.1707803,-3.8308526,Piscina Municipal de Casarrubuelos,Restaurantes,756,"Calle Murcia, 1, 28977 Casarrubuelos Comunidad de Madrid"
427,casarrubuelos,40.1707803,-3.8308526,La Quinta de Illescas,Restaurantes,1481,"Carretera de Toledo, Km 30, 45200 Illescas Castilla-La Mancha"
428,casarrubuelos,40.1707803,-3.8308526,Restaurante Vara,Restaurantes,1578,"Carretera Madrid-Toledo, Km 31, 45200 Illescas Toledo"
429,casarrubuelos,40.1707803,-3.8308526,Jimmy's Bar & Chill Out,Restaurantes,1578,"Avenida Intergolf, 5, 45200 Illescas Castilla-La Mancha"
430,casarrubuelos,40.1707803,-3.8308526,Disfruta Comiendo,Restaurantes,1579,"Avenida Intergolf N5, 45200 Illescas Castilla-La Mancha"
431,casarrubuelos,40.1707803,-3.8308526,Pizzeria Santarromana,Restaurantes,1787,"Avenida de Europa, 1, 45200 Illescas Castilla-La Mancha"
432,casarrubuelos,40.1707803,-3.8308526,Bar el Silo,Restaurantes,1906,"Calle Santa Clara Local, 5, 45200 Toledo Castilla-La Mancha"
433,casarrubuelos,40.1707803,-3.8308526,La Taskita,Restaurantes,1908,"Calle Cubas, 8, 45216 Carranque Castilla-La Mancha"
434,cenicientos,40.2631894,-4.4669801,La Carpinteria,Restaurantes,82,"Plaza del Huertecillo, 18, Cenicientos Comunidad de Madrid"
435,cenicientos,40.2631894,-4.4669801,Bar el Guijo,Restaurantes,226,"Avenida de Madrid, 10-12, 28650 Cenicientos Comunidad de Madrid"
436,cenicientos,40.2631894,-4.4669801,Noemí Sánchez Pastor Gómez,Restaurantes,306,"Calle de la de los Caños, N, 25, 28650 Cenicientos Madrid"
437,cenicientos,40.2631894,-4.4669801,Restaurante la Barraca de Lorca,Restaurantes,78595,"Plaza de la Constitución, 3, 28522 Rivas-Vaciamadrid Comunidad de Madrid"
438,cenicientos,40.2631894,-4.4669801,Noemí Sánchez Pastor Gómez,Discotecas,306,"Calle de la de los Caños, N, 25, 28650 Cenicientos Madrid"
439,cercedilla,40.7412931,-4.0558002,Colegio Publico Via Romana,Universidades,348,Cercedilla Comunidad de Madrid
440,cercedilla,40.7412931,-4.0558002,Residencia Lucas Olazabal,Universidades,1122,"Cno. Dehesilla y Rodeo, 1, 28470 Cercedilla Comunidad de Madrid"
441,cercedilla,40.7412931,-4.0558002,Residencia Lucas Olazábal - Universidad Politécnica de Madrid,Universidades,1242,"Camino de la Dehesilla y Rodeo, 1, 28470 Cercedilla Madrid"
442,cercedilla,40.7412931,-4.0558002,Biblioteca de Cercedilla,Bibliotecas,286,"Calle de los Registros, 71, 28470 Cercedilla Comunidad de Madrid"
443,cercedilla,40.7412931,-4.0558002,El Colonial,Restaurantes,19,"Carrer Manel Farres, 49, 08173 Cercedilla Barcelona"
444,cercedilla,40.7412931,-4.0558002,Bar Muñoza,Restaurantes,46,"Plaza Mayor, 8, 28470 Cercedilla Comunidad de Madrid"
445,cercedilla,40.7412931,-4.0558002,Tres Jaras,Restaurantes,51,"Calle Mayor, 5, 28470 Cercedilla Comunidad de Madrid"
446,cercedilla,40.7412931,-4.0558002,Bar Limbocopas,Restaurantes,51,"Mayor 18, 28470 Cercedilla Comunidad de Madrid"
447,cercedilla,40.7412931,-4.0558002,El Chivo Loco,Restaurantes,62,"Calle Pontezuela, 23, 28470 Cercedilla Comunidad de Madrid"
448,cercedilla,40.7412931,-4.0558002,La Venta Vieja,Restaurantes,65,"Calle Pontezuela, 34, 28470 Cercedilla Comunidad de Madrid"
449,cercedilla,40.7412931,-4.0558002,El Chivo,Restaurantes,67,"Plaza Mayor, 13, 28470 Cercedilla Madrid"
450,cercedilla,40.7412931,-4.0558002,La Fragua,Restaurantes,72,"Travesía, 2, 28470 Cercedilla Comunidad de Madrid"
451,cercedilla,40.7412931,-4.0558002,Asador de Angel,Restaurantes,74,"Pontezuela, 27, 28470 Cercedilla Comunidad de Madrid"
452,cercedilla,40.7412931,-4.0558002,A tavola di canela,Restaurantes,76,"Calle Mayor, 20, 28470 Cercedilla Comunidad de Madrid"
453,cercedilla,40.7412931,-4.0558002,Discoteca el Mono,Discotecas,925,"Cascajal, 5, Cercedilla Comunidad de Madrid"
454,cervera-de-buitrago,40.9211319,-3.5293404,Restaurante Bar el Lago,Restaurantes,185,"Calle Iglesia, 10, 28193 Cervera de Buitrago Madrid"
455,chapineria,40.379164,-4.2097254,Palacio de la Sagra,Bibliotecas,186,"Calle de Prudencio Melo, s/n, 28694 Chapinería Madrid"
456,chapineria,40.379164,-4.2097254,Biblioteca Municipal,Bibliotecas,205,"Calle de Prudencio Melo, 21, 28694 Chapinería Comunidad de Madrid"
457,chapineria,40.379164,-4.2097254,Meson Plaza,Restaurantes,30,"Plaza Miguel Pagan Ocaña, 1, Alcantarilla Regíón de Murcia"
458,chapineria,40.379164,-4.2097254,El Ventorro,Restaurantes,33,"Carretera Colmenar, 2, 28694 Chapinería Madrid"
459,chapineria,40.379164,-4.2097254,Mesón el Parador,Restaurantes,47,"Calle Clavel, 16, 28694 Chapinería Comunidad de Madrid"
460,chapineria,40.379164,-4.2097254,Augusto Resto Bar,Restaurantes,49,"Avenida del Polideportivo, 8, 28694 Chapinería Madrid"
461,chapineria,40.379164,-4.2097254,Ithilien TC,Restaurantes,137,"Calle Colmenar, 18, 28694 Chapinería Comunidad de Madrid"
462,chapineria,40.379164,-4.2097254,Matrika Yoga,Gimnasios,33,"Plaza de la Constitución, 4, 28694 Chapinería Comunidad de Madrid"
463,chapineria,40.379164,-4.2097254,Gimnasio Chapineria,Gimnasios,278,"Avenida Polideportivo, s/n, 28694 Chapinería Madrid"
464,chinchon,40.1408293,-3.4231474,Biblioteca Municipal,Bibliotecas,124,"Avenida Generalísimo, 24, 28370 Chinchón Madrid"
465,chinchon,40.1408293,-3.4231474,Café de la Iberia,Restaurantes,61,"Plaza Mayor, 17, 28370 Chinchón Comunidad de Madrid"
466,chinchon,40.1408293,-3.4231474,Restamicon,Restaurantes,62,"Plaza Mayor, 14 Bajo, 28370 Chinchón Madrid"
467,chinchon,40.1408293,-3.4231474,La Balconada,Restaurantes,64,"Plaza Mayor, s/n, 28370 Chinchón Comunidad de Madrid"
468,chinchon,40.1408293,-3.4231474,Plaza Mayor,Restaurantes,68,"Plaza Mayor, 10, 28370 Chinchón Comunidad de Madrid"
469,chinchon,40.1408293,-3.4231474,La Columna,Restaurantes,77,"Calle Morata, 2, 28370 Chinchón Madrid"
470,chinchon,40.1408293,-3.4231474,El Comendador,Restaurantes,86,"Plaza Mayor, 21, 28370 Chinchón Comunidad de Madrid"
471,chinchon,40.1408293,-3.4231474,La repesca,Restaurantes,88,"Plaza Mayor, 27 (Plaza Mayor), 28370 Chinchón Comunidad de Madrid"
472,chinchon,40.1408293,-3.4231474,La Casa del Pregonero,Restaurantes,92,"Plaza Mayor, 4, 28370 Chinchón Comunidad de Madrid"
473,chinchon,40.1408293,-3.4231474,Taberna Alacena,Restaurantes,93,"Plaza Mayor, 16, Chinchón Comunidad de Madrid"
474,chinchon,40.1408293,-3.4231474,La Taberna del Arriero,Restaurantes,105,"Plaza Mayor, 2, 28370 Chinchón Madrid"
475,ciempozuelos,40.1580087,-3.6205514,Fundacion Juan Ciudad,Universidades,497,"Avenida de San Juan de Dios, 1, 28350 Ciempozuelos Comunidad de Madrid"
476,ciempozuelos,40.1580087,-3.6205514,Centro de Formación y Empleo,Universidades,651,"Calle Marqués de la Ensenada, 0, Ciempozuelos Comunidad de Madrid"
477,ciempozuelos,40.1580087,-3.6205514,Centro San Juan de Dios,Universidades,674,"Estación, 20, 28350 Ciempozuelos Comunidad de Madrid"
478,ciempozuelos,40.1580087,-3.6205514,Centro de Formacion y Empleo,Universidades,879,"Avenida Belén, 41, 28350 Ciempozuelos Madrid"
479,ciempozuelos,40.1580087,-3.6205514,Macondo,Restaurantes,28,"Calle de San Sebastián, s/n, 28350 Ciempozuelos Comunidad de Madrid"
480,ciempozuelos,40.1580087,-3.6205514,Plaza Mayor,Restaurantes,70,"Plaza Mayor, 18, 28350 Ciempozuelos Comunidad de Madrid"
481,ciempozuelos,40.1580087,-3.6205514,100 Montaditos,Restaurantes,144,"Plaza Mayor, 11, 28350 Ciempozuelos Madrid"
482,ciempozuelos,40.1580087,-3.6205514,Navarrete's Bar & Grill,Restaurantes,169,"Calle Malteros, 1, 28350 Ciempozuelos Comunidad de Madrid"
483,ciempozuelos,40.1580087,-3.6205514,Casa Bote,Restaurantes,171,"Calle España, 22, 28350 Ciempozuelos Comunidad de Madrid"
484,ciempozuelos,40.1580087,-3.6205514,Serunion,Restaurantes,181,"Calle de los Jardines, 1, 28350 Ciempozuelos Comunidad de Madrid"
485,ciempozuelos,40.1580087,-3.6205514,La Tinaja,Restaurantes,197,"Calle Dr. Rivas, 4, 28350 Ciempozuelos Comunidad de Madrid"
486,ciempozuelos,40.1580087,-3.6205514,Angel Garcia de la Serna,Restaurantes,205,"Calle del Doctor Rivas, 45, 28350 Ciempozuelos Comunidad de Madrid"
487,ciempozuelos,40.1580087,-3.6205514,La Serradora,Restaurantes,206,"Plaza de la Constitución, 2, 28350 Ciempozuelos Comunidad de Madrid"
488,ciempozuelos,40.1580087,-3.6205514,Delicias de Horno,Restaurantes,215,"Plaza de la Constitución, 8, Ciempozuelos Madrid"
489,ciempozuelos,40.1580087,-3.6205514,Gimnasio Pulsaciones,Gimnasios,223,"Calle Tahona Antigua, 21, 28350 Ciempozuelos Comunidad de Madrid"
490,ciempozuelos,40.1580087,-3.6205514,Natural Fitness Gimnasio,Gimnasios,248,"Avenida Venerable Madremaria Ant, 10, 28350 Ciempozuelos Comunidad de Madrid"
491,ciempozuelos,40.1580087,-3.6205514,Club Deportivo Ciempozuelos,Gimnasios,248,"Avenida de Belén, 0, 28350 Ciempozuelos Madrid"
492,cobena,40.5676083,-3.5048565,Cp Villa de Cobeña,Universidades,265,"Calle de la Fuente, 17, 28863 Cobeña Comunidad de Madrid"
493,cobena,40.5676083,-3.5048565,Biblioteca de Cobeña,Bibliotecas,517,"Calle Jarama, 1 (Camino de madrid), 28863 Cobeña Comunidad de Madrid"
494,cobena,40.5676083,-3.5048565,Jr,Restaurantes,36,"Calle del Cid, 1, 28863 Cobeña Comunidad de Madrid"
495,cobena,40.5676083,-3.5048565,El Refugio,Restaurantes,116,"Carretera Alcalá-Torrelaguna, Km 15,5 (C. Guadalajara), 28863 Cobeña Comunidad de Madrid"
496,cobena,40.5676083,-3.5048565,El Rey de Oros,Restaurantes,163,"Carretera Alcalá-Torrelaguna, 3, 28863 Cobeña Madrid"
497,cobena,40.5676083,-3.5048565,Asador de Cobeña,Restaurantes,169,"Bodeguillas, 5, 28863 Cobeña Comunidad de Madrid"
498,cobena,40.5676083,-3.5048565,El Pote,Restaurantes,177,"Calle Olivar, 7, 28863 Cobeña Comunidad de Madrid"
499,cobena,40.5676083,-3.5048565,Las Parrillas,Restaurantes,185,"Carretera Alcalá-Torrelaguna, Km 16, 28863 Cobeña Comunidad de Madrid"
500,cobena,40.5676083,-3.5048565,Herbolario Naturdietética,Restaurantes,202,"Avenida Guadalajara, 20, 28863 Cobeña Comunidad de Madrid"
501,cobena,40.5676083,-3.5048565,El Dos de Oros,Restaurantes,212,"Carretera Alcala - Torrelaguna, 7, 28863 Cobeña Comunidad de Madrid"
502,cobena,40.5676083,-3.5048565,La Cueva de los Piratas,Restaurantes,811,"Bronce, 2, 28863 Cobeña Madrid"
503,cobena,40.5676083,-3.5048565,Yoga-Estudio,Gimnasios,32,"Calle Barbacana, 2, 28863 Cobeña Madrid"
504,cobena,40.5676083,-3.5048565,Apolo Mix Dj,Discotecas,676,"Cruz de Piedra Polígono Industrial Campo Nuevo, 45, 28863 Cobeña Madrid"
505,collado-mediano,40.6943707,-4.0247212,Biblioteca de Collado Mediano,Bibliotecas,129,"Plaza Mayor, 6, 28450 Collado Mediano Madrid"
506,collado-mediano,40.6943707,-4.0247212,A Xantar,Restaurantes,79,"Calle de la Audiencia, 7, 28450 Collado Mediano Comunidad de Madrid"
507,collado-mediano,40.6943707,-4.0247212,Cafeteria Rubio,Restaurantes,89,"Calle Audiencia, 3, 28450 Collado Mediano Comunidad de Madrid"
508,collado-mediano,40.6943707,-4.0247212,Las Comadres,Restaurantes,121,"Plaza de la Herrería, 3, 28450 Collado Mediano Madrid"
509,collado-mediano,40.6943707,-4.0247212,Alanda Restauracion,Restaurantes,132,"Calle Siete Picos Ub Reajo de, 96, 28450 Collado Madrid"
510,collado-mediano,40.6943707,-4.0247212,Restaurante el Castillo,Restaurantes,278,"Calle la Solana, 16, 28450 Collado Mediano Comunidad de Madrid"
511,collado-mediano,40.6943707,-4.0247212,Restaurante Mesta,Restaurantes,495,"Calle Real, 58, 28450 Collado Mediano Comunidad de Madrid"
512,collado-mediano,40.6943707,-4.0247212,Tapería Olé,Restaurantes,908,"Calle Real, 84, 28450 Collado Mediano Comunidad de Madrid"
513,collado-mediano,40.6943707,-4.0247212,Restaurante Bar Olé,Restaurantes,908,"Calle Real, 84, 28450 Collado Mediano Madrid"
514,collado-mediano,40.6943707,-4.0247212,Restaurante el Rincón de la Abuela,Restaurantes,1133,"Paseo Alfredo Carneros, 3, 28450 Collado Mediano Madrid"
515,collado-mediano,40.6943707,-4.0247212,Restaurante Koma,Restaurantes,1846,"Paseo Rosales, 48, 28450 Collado Mediano Comunidad de Madrid"
516,collado-mediano,40.6943707,-4.0247212,Star Vie Club de Padel Collado Mediano,Gimnasios,1418,"Paseo Rosales, 61, 28450 Collado Mediano Comunidad de Madrid"
517,collado-villalba,40.6431496,-3.9930128,Uned - Universidad Nacional de Educacion a Distancia,Universidades,541,"Calle Dr. José María Poveda, s/n, 28400 Collado Villalba Comunidad de Madrid"
518,collado-villalba,40.6431496,-3.9930128,Madrid Chess Academy,Universidades,841,"Calle Charco de la Peña, 5, 28400 Collado Villalba Comunidad de Madrid"
519,collado-villalba,40.6431496,-3.9930128,Uned - Centro Asociado,Universidades,873,"Calle Matalpino, s/n, 28400 Collado Villalba Comunidad de Madrid"
520,collado-villalba,40.6431496,-3.9930128,Universidad Nacional de Educación a Distancia,Universidades,937,"Calle Matalpino, 0, 28400 Collado Villalba Comunidad de Madrid"
521,collado-villalba,40.6431496,-3.9930128,Centro de Estudios Siglo Xxi,Universidades,1065,"Carretera Granja, 7, 28400 Collado Villalba Madrid"
522,collado-villalba,40.6431496,-3.9930128,Universidad a Distancia de Madrid,Universidades,1257,"Camino de la Fonda, 20, 28400 Collado Villalba Comunidad de Madrid"
523,collado-villalba,40.6431496,-3.9930128,Colegio Oficial de Farmaceuticos de Madrid,Universidades,1308,"Camino Fonda, 33 Bajo, 28400 Collado Villalba Madrid"
524,collado-villalba,40.6431496,-3.9930128,Universidad a Distancia de Madrid,Universidades,1390,"Crta. de la Coruña, Km 38,5, 28400 Collado Villalba Comunidad de Madrid"
525,collado-villalba,40.6431496,-3.9930128,Udima,Universidades,1394,"Carretera la Coruña Vía de Servicio, Km 38, 28400 Collado Villalba Comunidad de Madrid"
526,collado-villalba,40.6431496,-3.9930128,Colegio de Registradores de la Propiedad,Universidades,1672,"Avenida Honorio Lozano, 51 Bajo, 28400 Collado Villalba Madrid"
527,collado-villalba,40.6431496,-3.9930128,Biblioteca Municipal Sancho Panza,Bibliotecas,154,"Calle Espinarejo, 2, 28400 Collado Villalba Comunidad de Madrid"
528,collado-villalba,40.6431496,-3.9930128,Biblioteca Obra Social Caja Madrid,Bibliotecas,1416,"Calle Santa Rosa, 1, 28400 Collado Villalba Madrid"
529,collado-villalba,40.6431496,-3.9930128,Biblioteca,Bibliotecas,1542,"Calle Real, 63, 28400 Collado Villalba Madrid"
530,collado-villalba,40.6431496,-3.9930128,Biblioteca Miguel Hernandez,Bibliotecas,1771,"Calle Batalla de Bailen, 24, 28400 Collado Villalba Comunidad de Madrid"
531,collado-villalba,40.6431496,-3.9930128,Casa Serafin,Restaurantes,74,"Calle Libertad, 21, 28400 Collado Villalba Comunidad de Madrid"
532,collado-villalba,40.6431496,-3.9930128,Restaurante EntreDientes,Restaurantes,128,"Calle Hermanos Martínez Morales, 1, 28400 Collado Villalba Comunidad de Madrid"
533,collado-villalba,40.6431496,-3.9930128,Cuore,Restaurantes,155,"Plaza Cuatro Caños, 14A, Collado Villalba Madrid"
534,collado-villalba,40.6431496,-3.9930128,El Raso,Restaurantes,166,"Plaza el Escorial, 3, 28400 Collado Villalba Comunidad de Madrid"
535,collado-villalba,40.6431496,-3.9930128,La Vaqueria,Restaurantes,175,"Calle Fuente del Álamo, 6, 28400 Collado Villalba Comunidad de Madrid"
536,collado-villalba,40.6431496,-3.9930128,La Viña de Baco,Restaurantes,210,"Plaza Cuatro Caños, s/n, 28400 Collado Villalba Madrid"
537,collado-villalba,40.6431496,-3.9930128,La Rosa,Restaurantes,231,"Fuente del Álamo, 20 (C.C. Puerta de Villalba), 28400 Collado Villalba Comunidad de Madrid"
538,collado-villalba,40.6431496,-3.9930128,Las Murallas Villa,Restaurantes,336,"Calle Concejo, 7, 28400 Collado Villalba Comunidad de Madrid"
539,collado-villalba,40.6431496,-3.9930128,La Espiga de Oro,Restaurantes,393,"Calle Lola Gaos, s/n, 28400 Collado Villalba Comunidad de Madrid"
540,collado-villalba,40.6431496,-3.9930128,Urien Gestion,Restaurantes,408,"Calle Rincon de las Heras, 1, 28400 Collado Madrid"
541,collado-villalba,40.6431496,-3.9930128,Surya,Gimnasios,52,"Calle Libertad, 36, 28400 Collado Villalba Comunidad de Madrid"
542,collado-villalba,40.6431496,-3.9930128,Fitness19,Gimnasios,1315,"Calle Rincón de las Heras, 2, 28400 Collado Villalba Comunidad de Madrid"
543,collado-villalba,40.6431496,-3.9930128,Fitness Line Gym,Gimnasios,1628,"Avenida Juan Carlos I, 39, 28400 Collado Villalba Comunidad de Madrid"
544,collado-villalba,40.6431496,-3.9930128,Curves Collado Villalba,Gimnasios,1683,"Honorio Lozano, 35, 28400 Collado Villalba Comunidad de Madrid"
545,collado-villalba,40.6431496,-3.9930128,Gimnasio femenino 30 Minutos Villalba,Gimnasios,1956,"Calle Gertrudis Gomez de Avellaneda, 2, 28400 Collado Villalba Madrid"
546,collado-villalba,40.6431496,-3.9930128,Sala 8 Villalba,Discotecas,1455,"Numero, 20 (Centro comercial Zoco), 28400 Collado Villalba Comunidad de Madrid"
547,collado-villalba,40.6431496,-3.9930128,Club Luxory ´Olimpo´,Discotecas,1612,"Avenida Juan Carlos I, 17, 28400 Collado Villalba Comunidad de Madrid"
548,colmenar-del-arroyo,40.4179997,-4.1972768,Biblioteca Municipal,Bibliotecas,77,"Plaza España, 9, 29170 Colmenar Málaga"
549,colmenar-del-arroyo,40.4179997,-4.1972768,Biblioteca Publica Municipal de Colmenar del Arroyo,Bibliotecas,115,"Avenida Constitución, s/n, 28213 Colmenar del Arroyo Madrid"
550,colmenar-del-arroyo,40.4179997,-4.1972768,Chicotes,Restaurantes,55,"Calle General Franco, 1, 28213 Colmenar del Arroyo Comunidad de Madrid"
551,colmenar-del-arroyo,40.4179997,-4.1972768,Restaurante Chicote's,Restaurantes,55,"Calle General Franco, 1, 28213 Colmenar del Arroyo Comunidad de Madrid"
552,colmenar-del-arroyo,40.4179997,-4.1972768,Doña Filo,Restaurantes,74,"Calle San Juan, 3, 28213 Colmenar del Arroyo Comunidad de Madrid"
553,colmenar-del-arroyo,40.4179997,-4.1972768,Bar Mariano,Restaurantes,117,"Plaza España, 12, 28213 Colmenar del Arroyo Madrid"
554,colmenar-del-arroyo,40.4179997,-4.1972768,Casa Mariano,Restaurantes,149,"Plaza España N 2-3, 28213 Colmenar del Arroyo Madrid"
555,colmenar-del-arroyo,40.4179997,-4.1972768,El Rincón de Aroa,Restaurantes,221,"Calle Real, 9, 28213 Colmenar del Arroyo Comunidad de Madrid"
556,colmenar-del-arroyo,40.4179997,-4.1972768,El Bodeguín,Restaurantes,221,"Calle Real, 9, Colmenar del Arroyo Comunidad de Madrid"
557,colmenar-del-arroyo,40.4179997,-4.1972768,Arrendamientos y Explotaciones Hosteleras,Restaurantes,293,"Avenida Valdemorillo, 2, 28213 Colmenar del Arroyo Madrid"
558,colmenar-de-oreja,40.1074198,-3.3871634,Biblioteca Municipal Padre Rojas,Bibliotecas,46,"Plaza Mayor, 25, 28380 Colmenar de Oreja Madrid"
559,colmenar-de-oreja,40.1074198,-3.3871634,"Carrero Algovia, M",Restaurantes,29,"Plaza Mayor, 20, 28380 Colmenar de Oreja Madrid"
560,colmenar-de-oreja,40.1074198,-3.3871634,El Palique,Restaurantes,35,"Plaza Mayor, 6, 28380 Colmenar de Oreja Comunidad de Madrid"
561,colmenar-de-oreja,40.1074198,-3.3871634,Bar Toma T2,Restaurantes,37,"Plaza Mayor, 22, 28380 Colmenar de Oreja Comunidad de Madrid"
562,colmenar-de-oreja,40.1074198,-3.3871634,Bar confiteria reims,Restaurantes,37,"Plaza Mayor, 12, 28380 Colmenar de Oreja Comunidad de Madrid"
563,colmenar-de-oreja,40.1074198,-3.3871634,Magerit,Restaurantes,76,"Calle Empedrada, 1, 28380 Colmenar de Oreja Comunidad de Madrid"
564,colmenar-de-oreja,40.1074198,-3.3871634,El fogón de la iglesia,Restaurantes,76,"Plaza de la Comunidad de Vecinos, 1, 28380 Colmenar de Oreja Comunidad de Madrid"
565,colmenar-de-oreja,40.1074198,-3.3871634,Restaurante Crescencio,Restaurantes,113,"Calle de Fosant, 1, 28380 Colmenar de Oreja Comunidad de Madrid"
566,colmenar-de-oreja,40.1074198,-3.3871634,Bar Bocatería Cava Nueva,Restaurantes,253,"Calle Cava, 9, 28380 Colmenar de Oreja Comunidad de Madrid"
567,colmenar-de-oreja,40.1074198,-3.3871634,Asador Rte. la Paca,Restaurantes,276,"Soledad, 2, 28380 Colmenar de Oreja Madrid"
568,colmenar-de-oreja,40.1074198,-3.3871634,Luz Nelly Cardona Aguirre,Restaurantes,287,"Calle Jarama Nº2, 28380 Colmenar de Oreja Madrid"
569,colmenar-de-oreja,40.1074198,-3.3871634,La Parada,Discotecas,450,"Calle Arco, 34, 28380 Colmenar de Oreja Comunidad de Madrid"
570,colmenarejo,40.5607257,-4.0165248,Colegio Oficial de Farmaceuticos de Madrid,Universidades,188,"Calle Vistalegre, 42, 28270 Colmenarejo Madrid"
571,colmenarejo,40.5607257,-4.0165248,Seis de Diciembre,Universidades,416,"Calle Madrid, s/n, 28270 Colmenarejo Comunidad de Madrid"
572,colmenarejo,40.5607257,-4.0165248,Universidad Sur - Carlos III Información Academica,Universidades,603,"Carretera de Villanueva del Pardillo, 0, 28270 Colmenarejo Madrid"
573,colmenarejo,40.5607257,-4.0165248,Residencia Antonio Machado,Universidades,1155,"Avenida Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
574,colmenarejo,40.5607257,-4.0165248,CM-RE Antonio Machado,Universidades,1709,"Avenida Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
575,colmenarejo,40.5607257,-4.0165248,Campo de fútbol,Universidades,1928,"Avenida de la Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
576,colmenarejo,40.5607257,-4.0165248,Universidad Carlos III de Madrid,Universidades,1929,"Avenida Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
577,colmenarejo,40.5607257,-4.0165248,Césped Carlos III,Universidades,1968,"Avenida de la Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
578,colmenarejo,40.5607257,-4.0165248,Universidad Carlos III de Madrid - Campus de Colmenarejo,Universidades,1973,"Avenida Universidad Carlos III, 22, 28270 Colmenarejo Comunidad de Madrid"
579,colmenarejo,40.5607257,-4.0165248,Genuino Colmenarejo,Restaurantes,41,"Calle los Cruces, 17, 28270 Colmenarejo Comunidad de Madrid"
580,colmenarejo,40.5607257,-4.0165248,Cafetería las Adelinas,Restaurantes,58,"Plaza de la Constitución, 2 (Calle Maravillas), 28270 Colmenarejo Comunidad de Madrid"
581,colmenarejo,40.5607257,-4.0165248,Taberna Azabache,Restaurantes,64,"Calle Maravillas, 8, 28270 Colmenarejo Comunidad de Madrid"
582,colmenarejo,40.5607257,-4.0165248,Kebab hut,Restaurantes,108,"Calle San Lorenzo, 4, 28270 Colmenarejo Comunidad de Madrid"
583,colmenarejo,40.5607257,-4.0165248,Pizzería LIDI,Restaurantes,143,"Calle Vistalegre, 4, 28270 Colmenarejo Comunidad de Madrid"
584,colmenarejo,40.5607257,-4.0165248,El Rincon de Flecha,Restaurantes,229,"Calle Cañada de las Merinas, 56, 28270 Colmenarejo Comunidad de Madrid"
585,colmenarejo,40.5607257,-4.0165248,Micai,Restaurantes,229,"Calle del Caracol, 2, 28270 Colmenarejo Comunidad de Madrid"
586,colmenarejo,40.5607257,-4.0165248,Hostal Yusta,Restaurantes,376,"Avenida Pablo Iglesias, 12, 28270 Colmenarejo Comunidad de Madrid"
