,municipio,latitud,longitud,nombre,categoria,distancia,direccion
0,acebeda-la,41.0869583,-3.624399,La Posada de los Vientos,Restaurantes,36,"Calle Encerradero, 2, 28755 La Acebeda Comunidad de Madrid"
1,acebeda-la,41.0869583,-3.624399,El Acebo,Restaurantes,113,"Calle Puerto, 2, 28755 La Acebeda Comunidad de Madrid"
2,ajalvir,40.5342302,-3.4807818,Biblioteca Municipal de Ajalvir,Bibliotecas,286,"Avenida Juan Carlos I, 0, 28864 Ajalvir Madrid"
3,ajalvir,40.5342302,-3.4807818,Ayuntamiento de Ajalvir,Bibliotecas,307,"Fuente, 28, 28864 Ajalvir Comunidad de Madrid"
4,ajalvir,40.5342302,-3.4807818,Custodia y Archivo Documental,Bibliotecas,896,"Calle Andalucía, 2, 28864 Ajalvir Madrid"
5,ajalvir,40.5342302,-3.4807818,Ad Astra Global Facilities,Bibliotecas,1928,"Camino Ancho, s/n, 28814 Daganzo de Arriba Madrid"
6,ajalvir,40.5342302,-3.4807818,Bar Manolo,Restaurantes,58,"Plaza de la Villa, 5, 28864 Ajalvir Comunidad de Madrid"
7,ajalvir,40.5342302,-3.4807818,Jurassic Pan,Restaurantes,148,"Carretera de Daganzo, 17, 28864 Ajalvir Comunidad de Madrid"
8,ajalvir,40.5342302,-3.4807818,Bar Julio's,Restaurantes,257,"Calle Real, 1, 28864 Ajalvir Comunidad de Madrid"
9,ajalvir,40.5342302,-3.4807818,Restaurante el Timon,Restaurantes,344,"Soria, 1, 28864 Ajalvir Comunidad de Madrid"
10,ajalvir,40.5342302,-3.4807818,Martinez Villa Antonio,Restaurantes,404,"Calle Senderillo, 2, 28864 Ajalvir Madrid"
11,ajalvir,40.5342302,-3.4807818,Be Fast Pan & Pasteles,Restaurantes,505,"Calle Segovia, 6, 28864 Ajalvir Comunidad de Madrid"
12,ajalvir,40.5342302,-3.4807818,Risi,Restaurantes,1491,"Calle Severo Ochoa, 2, 28814 Daganzo de Arriba Comunidad de Madrid"
13,ajalvir,40.5342302,-3.4807818,Telepizza,Restaurantes,1491,"Severo Ochoa Polígono Industrial Gitesa, 1, 28814 Daganzo de Arriba Comunidad de Madrid"
14,ajalvir,40.5342302,-3.4807818,El 22,Restaurantes,1641,"Avenida Industrias, 2, 28814 Daganzo de Arriba Madrid"
15,ajalvir,40.5342302,-3.4807818,Zaino,Restaurantes,1658,"Calle Franklin, 5, 28814 Daganzo de Arriba Comunidad de Madrid"
16,ajalvir,40.5342302,-3.4807818,MADparapente,Gimnasios,1900,"Camino Ancho, 55, 28814 Daganzo de Arriba Comunidad de Madrid"
17,ajalvir,40.5342302,-3.4807818,Gladiator Racing,Discotecas,1613,"Calle de Ramon y Cajal, 25, 28814 Daganzo de Arriba Madrid"
18,alameda-del-valle,40.9177178,-3.8438216,Bar Rufino,Restaurantes,11,"Plaza Santa Marina, 1, 28749 Alameda del Valle Comunidad de Madrid"
19,alameda-del-valle,40.9177178,-3.8438216,Restaurante Taberna del Alamillo,Restaurantes,157,"Calle de la Taberna, 26 (calle del alamillo), 28749 Alameda del Valle Comunidad de Madrid"
20,alameda-del-valle,40.9177178,-3.8438216,Restaurante el Colorao,Restaurantes,219,"Travesía de Grande, 8, 28749 Alameda del Valle Comunidad de Madrid"
21,alameda-del-valle,40.9177178,-3.8438216,El Mirador de Alameda,Restaurantes,249,"Travesía de la Cochera, 10, 28749 Alameda del Valle Comunidad de Madrid"
22,alameda-del-valle,40.9177178,-3.8438216,Restaurante el boliche,Restaurantes,941,"Calle del Rio, 13, 28749 Alameda del Valle Comunidad de Madrid"
23,alameda-del-valle,40.9177178,-3.8438216,Casa Ormaza,Restaurantes,949,"Río, 3, 28749 Rascafría Madrid"
24,alameda-del-valle,40.9177178,-3.8438216,La Junquera,Restaurantes,954,"Calle Río, 3, 28749 Rascafría Comunidad de Madrid"
25,alamo-el,40.2307296,-3.9905893,Biblioteca Pública Municipal el Alamo,Bibliotecas,231,"Calle Escuelas, 13, 28607 El Alamo Comunidad de Madrid"
26,alamo-el,40.2307296,-3.9905893,Biblioteca Municipal Biblioteca Municipal,Bibliotecas,231,"Calle de las Escuelas, 13, 28607 El Alamo Madrid"
27,alamo-el,40.2307296,-3.9905893,Mesón la Sardina,Restaurantes,19,"Plaza Constitución, 11, 28607 El Álamo Comunidad de Madrid"
28,alamo-el,40.2307296,-3.9905893,El Capricho del Alamo,Restaurantes,26,"Calle de las Escuelas, 2, 28607 El Alamo Comunidad de Madrid"
29,alamo-el,40.2307296,-3.9905893,Meson de la Villa,Restaurantes,63,"Callejon Luis l Oliveros, 8, 28607 El Alamo Comunidad de Madrid"
30,alamo-el,40.2307296,-3.9905893,Buyong Ruan,Restaurantes,67,"Avenida Madrid, 8, 28607 El Alamo Madrid"
31,alamo-el,40.2307296,-3.9905893,La Posada del Sol,Restaurantes,71,"Calle de las Escuelas, 12, 28607 El Alamo Comunidad de Madrid"
32,alamo-el,40.2307296,-3.9905893,4 Rosas,Restaurantes,266,"Calle de las Escuelas, 36, 28607 El Álamo Comunidad de Madrid"
33,alamo-el,40.2307296,-3.9905893,La Bellota,Restaurantes,290,"Avenida Madrid, s/n, 28607 El Alamo Madrid"
34,alamo-el,40.2307296,-3.9905893,El Cenador de el Álamo,Restaurantes,348,"Calle Escuelas, 46, 28607 El Alamo Comunidad de Madrid"
35,alamo-el,40.2307296,-3.9905893,El Porton del Alamo,Restaurantes,803,"Carretera M-404, Navalcarnero-Chinchon, Km 6,5, 28607 El Alamo Madrid"
36,alamo-el,40.2307296,-3.9905893,Restaurante Indalo,Restaurantes,847,"Pº. de Aviles, 24, 28607 El Álamo Madrid"
37,alamo-el,40.2307296,-3.9905893,Gym Body Fashion Sport Club,Gimnasios,266,"Escuelas, 17, 28607 El Alamo Comunidad de Madrid"
38,alcala-de-henares,40.4818396,-3.3644973,Escuela Técnica Superior de Arquitectura y Geodesia - UAH,Universidades,90,"Calle Santa Úrsula, 8, 28801 Alcalá de Henares Comunidad de Madrid"
39,alcala-de-henares,40.4818396,-3.3644973,Consejo de Estudiantes de la Universidad de Alcalá,Universidades,111,"Callejón de Santa María, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
40,alcala-de-henares,40.4818396,-3.3644973,Facultad de Filosofía y Letras,Universidades,113,"Calle Colegios, 2, 28801 Alcalá de Henares Comunidad de Madrid"
41,alcala-de-henares,40.4818396,-3.3644973,Biblioteca de Trinitarios,Universidades,141,"Calle Trinidad, Nº 1, Alcalá de Henares Comunidad de Madrid"
42,alcala-de-henares,40.4818396,-3.3644973,Residencia San Ildefonso,Universidades,147,"Plaza San Diego, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
43,alcala-de-henares,40.4818396,-3.3644973,Universidad Cisneriana,Universidades,180,"Plaza de San Diego, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
44,alcala-de-henares,40.4818396,-3.3644973,Universidad de Alcala de Henares,Universidades,180,"Plaza San Diego, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
45,alcala-de-henares,40.4818396,-3.3644973,Alcalingua-Universidad de,Universidades,183,"Calle Escritorios, 4, 28801 Alcalá de Henares Comunidad de Madrid"
46,alcala-de-henares,40.4818396,-3.3644973,CRAI-Biblioteca de la Universidad de Alcalá,Universidades,222,"Plaza de San Diego (Callejón de San Pablo), 28801 Alcalá de Henares Comunidad de Madrid"
47,alcala-de-henares,40.4818396,-3.3644973,Residencia Universitaria Lope de Vega,Universidades,267,"Calle Colegio, 5, 28801 Alcalá de Henares Comunidad de Madrid"
48,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Cervantina - Donacion British Council,Bibliotecas,189,"Calle Trinidad, 3, 28801 Alcalá de Henares Madrid"
49,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal Cardenal Cisneros,Bibliotecas,243,"Plaza San Julián, 1, 28801 Alcalá de Henares Comunidad de Madrid"
50,alcala-de-henares,40.4818396,-3.3644973,Ministerio de Agricultura Pesca y Alimentación,Bibliotecas,901,"Calle Torrelaguna, 0, 28806 Alcalá de Henares Madrid"
51,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal Pío Baroja,Bibliotecas,1101,"Calle Torrelaguna, 33, 28806 Alcalá de Henares Comunidad de Madrid"
52,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal Eulalio Ferrer,Bibliotecas,1140,"Plaza de Sepúlveda, 12, 28804 Alcalá de Henares Comunidad de Madrid"
53,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal María Moliner,Bibliotecas,1144,"Calle San Vidal, 33, 28803 Alcalá de Henares Comunidad de Madrid"
54,alcala-de-henares,40.4818396,-3.3644973,Excmo. Ayuntamiento de Alcala de Henares,Bibliotecas,1192,"Calle de San Vidal, 33, 28803 Alcalá de Henares Madrid"
55,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal Rosa Chacel,Bibliotecas,1203,"Calle de Juan de la Cueva, 2, 28805 Alcalá de Henares Madrid"
56,alcala-de-henares,40.4818396,-3.3644973,Biblioteca Municipal María Zambrano,Bibliotecas,1437,"Calle Pedro de Lerma, 12, 28802 Alcalá de Henares Madrid"
57,alcala-de-henares,40.4818396,-3.3644973,OH Alcala Lounge Bar,Restaurantes,128,"Calle Trinidad, 8, 28801 Alcalá de Henares Comunidad de Madrid"
58,alcala-de-henares,40.4818396,-3.3644973,La Española,Restaurantes,137,Alcalá de Henares Comunidad de Madrid
59,alcala-de-henares,40.4818396,-3.3644973,Lizarran,Restaurantes,147,"Calle Mayor, 12, 28801 Alcalá de Henares Comunidad de Madrid"
60,alcala-de-henares,40.4818396,-3.3644973,Llaollao (llaollao),Restaurantes,155,"Calle Mayor, 21, 28801 Alcalá de Henares Comunidad de Madrid"
61,alcala-de-henares,40.4818396,-3.3644973,Heladeria Dall'agnese,Restaurantes,174,"Plaza Cervantes, 30, 28801 Alcalá de Henares Comunidad de Madrid"
62,alcala-de-henares,40.4818396,-3.3644973,El Ambigu,Restaurantes,204,"Calle Cervantes, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
63,alcala-de-henares,40.4818396,-3.3644973,Tony Roma's,Restaurantes,208,"Calle Tinte, 1, 28801 Alcalá de Henares Madrid"
64,alcala-de-henares,40.4818396,-3.3644973,Granier,Restaurantes,234,"Calle Libreros, 18 (Libreros 26), 28801 Alcalá de Henares Comunidad de Madrid"
65,alcala-de-henares,40.4818396,-3.3644973,Plademunt. el restaurante Imaginario,Restaurantes,236,"Calle Francisco Díaz, 1 (Plaza de la Paloma), 28801 Alcalá de Henares Comunidad de Madrid"
66,alcala-de-henares,40.4818396,-3.3644973,Lia Restaurant,Restaurantes,241,"Calle Mayor, 56, 28801 Alcalá de Henares Comunidad de Madrid"
67,alcala-de-henares,40.4818396,-3.3644973,Wutan Alcala,Gimnasios,33,"Calle Fuentenovilla, 1, 28806 Alcalá de Henares Madrid"
68,alcala-de-henares,40.4818396,-3.3644973,Fitness First,Gimnasios,33,"Plaza Zorita, s/n, 28805 Alcalá de Henares Madrid"
69,alcala-de-henares,40.4818396,-3.3644973,Estudio Pilates de Mayor,Gimnasios,393,"Calle Santa Catalina, 1, 28801 Alcalá de Henares Comunidad de Madrid"
70,alcala-de-henares,40.4818396,-3.3644973,Basic-Fit Alcalá de Henares,Gimnasios,419,"Calle Azucena, 3, 28805 Alcalá de Henares Comunidad de Madrid"
71,alcala-de-henares,40.4818396,-3.3644973,Ichi Ban,Gimnasios,436,"Calle San Bernardo, 4, 28801 Alcalá de Henares Comunidad de Madrid"
72,alcala-de-henares,40.4818396,-3.3644973,Yoga Para Todos,Gimnasios,509,"Calle Don Juan I, 6, 28807 Alcalá de Henares Madrid"
73,alcala-de-henares,40.4818396,-3.3644973,Wellness Center,Gimnasios,521,"Calle Encomienda, 2, 28805 Alcalá de Henares Comunidad de Madrid"
74,alcala-de-henares,40.4818396,-3.3644973,Electro-Body Center,Gimnasios,606,"Vía Complutense, 47, 28805 Alcalá de Henares Madrid"
75,alcala-de-henares,40.4818396,-3.3644973,Fitness Line,Gimnasios,617,"Manuel Merino, 12, 28804 Alcalá de Henares Comunidad de Madrid"
76,alcala-de-henares,40.4818396,-3.3644973,Reyes Sanabria,Gimnasios,633,"Calle Divino Valles, 11, 28805 Alcalá de Henares Comunidad de Madrid"
77,alcala-de-henares,40.4818396,-3.3644973,Hanoi House,Discotecas,56,"Calle Cerrajeros, s/n, 28801 Alcalá de Henares Comunidad de Madrid"
78,alcala-de-henares,40.4818396,-3.3644973,20 de Abril,Discotecas,340,"Cárcel Vieja, 2, 28801 Alcalá de Henares Comunidad de Madrid"
79,alcala-de-henares,40.4818396,-3.3644973,Los Lunes Felices,Discotecas,505,"Calle Cruz de Guadalajara, 5, 28805 Alcalá de Henares Madrid"
80,alcala-de-henares,40.4818396,-3.3644973,La Botellita,Discotecas,510,"Calle de la Ronda de la Pescadería, 27, 28803 Alcalá de Henares Comunidad de Madrid"
81,alcala-de-henares,40.4818396,-3.3644973,Casco Antiguo - Discoteca,Discotecas,552,"Talamanca, 22, 28807 Alcalá de Henares Comunidad de Madrid"
82,alcala-de-henares,40.4818396,-3.3644973,Club 13 Alcalá,Discotecas,688,"Calle del Postigo, 13, 28802 Alcalá de Henares Madrid"
83,alcala-de-henares,40.4818396,-3.3644973,Nieto,Discotecas,927,"Avenida Virgen del Val, 3, 28804 Alcalá de Henares Madrid"
84,alcala-de-henares,40.4818396,-3.3644973,La Espuela,Discotecas,982,"Calle Lope de Vega, 23, 28805 Alcalá de Henares Madrid"
85,alcala-de-henares,40.4818396,-3.3644973,Gabanna,Discotecas,1208,"Calle Cid Campeador, 4 (C. Santiago), 28807 Alcalá de Henares Comunidad de Madrid"
86,alcala-de-henares,40.4818396,-3.3644973,Castilla,Discotecas,1347,"Avenida Virgen del Val, 35, 28804 Alcalá de Henares Madrid"
87,alcobendas,40.5400082,-3.6358494,Gauss,Universidades,372,"Padilla, 6, 28100 Alcobendas Comunidad de Madrid"
88,alcobendas,40.5400082,-3.6358494,Bambu,Universidades,544,"Calle de Zaragoza, 23, 28100 Alcobendas Comunidad de Madrid"
89,alcobendas,40.5400082,-3.6358494,Cp Seis de Diciembre,Universidades,620,"Calle del Pintor Sorolla, 19, 28100 Alcobendas Comunidad de Madrid"
90,alcobendas,40.5400082,-3.6358494,Gimnasio Nova,Universidades,684,"Pso. Chopera, 82, 28100 Alcobendas Comunidad de Madrid"
91,alcobendas,40.5400082,-3.6358494,Universidad Popular de Alcobendas,Universidades,777,"Avenida de España, 8, 28100 Alcobendas Comunidad de Madrid"
92,alcobendas,40.5400082,-3.6358494,Escuela Universitaria Real Madrid - UE,Universidades,889,"Avenida Bruselas, 14, Alcobendas Comunidad de Madrid"
93,alcobendas,40.5400082,-3.6358494,C.P Francisco Carrillo,Universidades,1019,"Avenida Miguel Ruiz Felquera, 2, 28701 San Sebastián de los Reyes Comunidad de Madrid"
94,alcobendas,40.5400082,-3.6358494,"Garzas, Maria Asuncion",Universidades,1050,"Calle Real Vieja, 21, 28703 San Sebastián de los Reyes Madrid"
95,alcobendas,40.5400082,-3.6358494,Cursos de Programación iOS para iPhone/iPad/Mac,Universidades,1244,"Avenida Fuencarral, 44, 28108 Alcobendas Comunidad de Madrid"
96,alcobendas,40.5400082,-3.6358494,Runnymede College,Universidades,1320,"Calle de la Salvia, 30, 28109 Alcobendas Comunidad de Madrid"
97,alcobendas,40.5400082,-3.6358494,Fundación Pedro Ferrándiz,Bibliotecas,439,"Avenida Olímpica, 22, 28108 Alcobendas Comunidad de Madrid"
98,alcobendas,40.5400082,-3.6358494,Biblioteca del Centro de Acogida a Refugiados Biblioteca del Centro de Acogida a Refugiados,Bibliotecas,733,"Calle de Sariñena, 7, Alcobendas Madrid"
99,alcobendas,40.5400082,-3.6358494,Biblioteca,Bibliotecas,1002,"Pasaje de la Viña, 3, 28701 San Sebastián de los Reyes Comunidad de Madrid"
100,alcobendas,40.5400082,-3.6358494,Biblioteca Municipal Plaza de la Iglesia,Bibliotecas,1081,"Plaza de la Iglesia, 4, 28701 San Sebastián de los Reyes Comunidad de Madrid"
101,alcobendas,40.5400082,-3.6358494,Dip Systems,Bibliotecas,1232,"Valdepalitos, 5, 28100 Alcobendas Madrid"
102,alcobendas,40.5400082,-3.6358494,Biblioteca,Bibliotecas,1267,"Avenida Maximiliano Puerro del Tell, s/n, 28701 San Sebastián de los Reyes Comunidad de Madrid"
103,alcobendas,40.5400082,-3.6358494,Biblioteca Municipal Claudio Rodríguez,Bibliotecas,1273,"Avenida Maximiliano Puerro del Tell, s/n, 28701 San Sebastián de los Reyes Madrid"
104,alcobendas,40.5400082,-3.6358494,Biblioteca Municipal Central,Bibliotecas,1459,"Baunatal, 1, 28701 San Sebastián de los Reyes Comunidad de Madrid"
105,alcobendas,40.5400082,-3.6358494,Telepizza,Restaurantes,65,"Marqués de la Valdavia, 6, 28100 Alcobendas Comunidad de Madrid"
106,alcobendas,40.5400082,-3.6358494,Café Grill la Luna,Restaurantes,102,"Pablo Picasso, 13, 28100 Alcobendas Comunidad de Madrid"
107,alcobendas,40.5400082,-3.6358494,Cafetería Alcalá,Restaurantes,108,"Calle de la Libertad, 40, 28100 Alcobendas Comunidad de Madrid"
108,alcobendas,40.5400082,-3.6358494,Estoque Vima,Restaurantes,151,"Calle Real Vieja, 16, 28100 Alcobendas Madrid"
109,alcobendas,40.5400082,-3.6358494,Qdeleite Parrilla Gus,Restaurantes,205,"Nuestra Señora del Pilar, 3, 28100 Alcobendas Comunidad de Madrid"
110,alcobendas,40.5400082,-3.6358494,Granier Alcobendas,Restaurantes,237,"Calle Constitución, 29, 28100 Alcobendas Comunidad de Madrid"
111,alcobendas,40.5400082,-3.6358494,Cerveceria Tiffany's,Restaurantes,280,"Calle de Antonio Méndez, 2-4, 28100 Alcobendas Comunidad de Madrid"
112,alcobendas,40.5400082,-3.6358494,Planeta BG,Restaurantes,399,"Avenida de la Ermita, 2H, 28010 Alcobendas Comunidad de Madrid"
113,alcobendas,40.5400082,-3.6358494,La Casita de Chocolate,Restaurantes,406,"Calle de Miraflores, 1, 28100 Alcobendas Comunidad de Madrid"
114,alcobendas,40.5400082,-3.6358494,El Rincón de Ortega Cano,Restaurantes,493,"Santiago Apóstol, 3, 28100 Alcobendas Comunidad de Madrid"
115,alcobendas,40.5400082,-3.6358494,Omega Sport,Gimnasios,172,"Calle de Sevilla, 5, 28100 Alcobendas Comunidad de Madrid"
116,alcobendas,40.5400082,-3.6358494,Basic-Fit Alcobendas Salvador Allende,Gimnasios,252,"Bulevar de Salvador Allende, 11, 28108 Alcobendas Comunidad de Madrid"
117,alcobendas,40.5400082,-3.6358494,Pausa. Bienestar y Autocuidado,Gimnasios,281,"Calle de los Naranjos, 15, 28100 Alcobendas Comunidad de Madrid"
118,alcobendas,40.5400082,-3.6358494,Gimnasio Alfa,Gimnasios,324,"Pza. del Parque Blanco, 18, 28100 Alcobendas Comunidad de Madrid"
119,alcobendas,40.5400082,-3.6358494,Club Recreativo Esgrima Alcobendas,Gimnasios,437,"Avenida Olimpica, 22, Alcobendas Comunidad de Madrid"
120,alcobendas,40.5400082,-3.6358494,Family Sport,Gimnasios,502,"Calle Segovia, 21, 28100 Alcobendas Comunidad de Madrid"
121,alcobendas,40.5400082,-3.6358494,Pilates y Biesnestar,Gimnasios,528,"Avenida Ermita, 2, 28108 Alcobendas Comunidad de Madrid"
122,alcobendas,40.5400082,-3.6358494,Zen Dynamics,Gimnasios,555,"Avenida Olímpica, 32, 28108 Alcobendas Comunidad de Madrid"
123,alcobendas,40.5400082,-3.6358494,Centro de Yoga Vasudeva,Gimnasios,590,"Calle Transradio, 11 (Calle del Dos de Mayo), 28100 Alcobendas Comunidad de Madrid"
124,alcobendas,40.5400082,-3.6358494,Pilates Alcobendas,Gimnasios,606,"Conjunto Avenida, 4, Alcobendas Madrid"
125,alcobendas,40.5400082,-3.6358494,Space Sanse,Discotecas,981,"San Vicente, 7, San Sebastián de los Reyes Comunidad de Madrid"
126,alcobendas,40.5400082,-3.6358494,Sala Bamboo,Discotecas,1009,"Avenida de España, 17, 28100 Alcobendas Comunidad de Madrid"
127,alcobendas,40.5400082,-3.6358494,Bambass,Discotecas,1156,"Vitoria, 11, 28701 San Sebastián de los Reyes Comunidad de Madrid"
128,alcobendas,40.5400082,-3.6358494,La Cañita,Discotecas,1819,"Calle Maestro Priego Lopez, 19, 28100 Alcobendas Comunidad de Madrid"
129,alcorcon,40.3492998,-3.8284295,Colegio Oficial de Farmaceuticos de Madrid,Universidades,23,"Avenida San Martín Valdeiglesias C. Com. Tres Aguas, s/n, 28922 Alcorcón Madrid"
130,alcorcon,40.3492998,-3.8284295,CES Juan Pablo II,Universidades,375,"Calle Estocolmo 1 Bis, 28922 Alcorcón Comunidad de Madrid"
131,alcorcon,40.3492998,-3.8284295,Universidad Popular de Alcorcon,Universidades,542,"Calle Virgen de Icíar, 0, 28921 Alcorcón Comunidad de Madrid"
132,alcorcon,40.3492998,-3.8284295,Ilustre Colegio Oficial de Gestores Administrativos de Madrid,Universidades,552,"Trav. Cisneros, 5, 28922 Alcorcón Madrid"
133,alcorcon,40.3492998,-3.8284295,Breaker,Universidades,628,"Sierra Alcubierre, 4, 28923 Alcorcón Madrid"
134,alcorcon,40.3492998,-3.8284295,Bkformacion,Universidades,629,"Calle Sierra de Alcubierre, 4, 28923 Alcorcón Comunidad de Madrid"
135,alcorcon,40.3492998,-3.8284295,Escuela Infantil Alkor,Universidades,875,"Avenida Pablo Iglesias, 4, 28922 Alcorcón Comunidad de Madrid"
136,alcorcon,40.3492998,-3.8284295,Cp Carmen Conde,Universidades,883,"Avenida del Oeste, 2, 28922 Alcorcón Comunidad de Madrid"
137,alcorcon,40.3492998,-3.8284295,Club Amanecer,Universidades,1125,"Avenida Pablo Iglesias, 6, 28922 Alcorcón Comunidad de Madrid"
138,alcorcon,40.3492998,-3.8284295,Universidad Rey Juan Carlos - Campus de Madrid,Universidades,1209,"Paseo de los Artilleros, s/n, 28032 Madrid Comunidad de Madrid"
139,alcorcon,40.3492998,-3.8284295,Biblioteca Municipal Centro,Bibliotecas,93,"Calle la Iglesia, 7, 28921 Alcorcón Madrid"
140,alcorcon,40.3492998,-3.8284295,Biblioteca Publica Municipal Jose Hierro,Bibliotecas,774,"Avenida Pablo Iglesias, s/n, 28922 Alcorcón Comunidad de Madrid"
141,alcorcon,40.3492998,-3.8284295,Biblioteca de la Universidad Rey Juan Carlos Biblioteca de la Universidad Rey Juan Carlos Biblioteca de la Facultad de Ciencias de la Salud. Campus de Alcorcón,Bibliotecas,1087,"Avenida de Atenas, s/n, 28922 Alcorcón Comunidad de Madrid"
142,alcorcon,40.3492998,-3.8284295,Biblioteca Municipal el Parque,Bibliotecas,1230,"Avenida Leganés, 31 (Calle Parque Grande), 28924 Alcorcón Comunidad de Madrid"
143,alcorcon,40.3492998,-3.8284295,Biblioteca publica municipal el pinar,Bibliotecas,1892,"Ministro Fernández Ordóñez, s/n (Av. El Pinar), 28924 Alcorcón Comunidad de Madrid"
144,alcorcon,40.3492998,-3.8284295,Domino's Pizza,Restaurantes,213,"Plaza del Nuncio, 7, 28921 Alcorcón Comunidad de Madrid"
145,alcorcon,40.3492998,-3.8284295,La Flor de la Jara 3,Restaurantes,274,"Carretera Extremadura, Km 11, 28922 Alcorcón Comunidad de Madrid"
146,alcorcon,40.3492998,-3.8284295,Cafeteria Alandalus,Restaurantes,300,"Avenida Portugal, 24, Alcorcón Madrid"
147,alcorcon,40.3492998,-3.8284295,Granier,Restaurantes,339,"Calle Mayor, 50, 28921 Alcorcón Comunidad de Madrid"
148,alcorcon,40.3492998,-3.8284295,100 Montaditos,Restaurantes,448,"Calle Mayor, 65, 28921 Alcorcón Comunidad de Madrid"
149,alcorcon,40.3492998,-3.8284295,Cafe Venela,Restaurantes,467,"Calle San Luis, 42, 28921 Alcorcón Comunidad de Madrid"
150,alcorcon,40.3492998,-3.8284295,Hospital Alcorcon Cafeteria,Restaurantes,502,"Budapest, 1, 28922 Alcorcón Madrid"
151,alcorcon,40.3492998,-3.8284295,El Horno Yomain,Restaurantes,550,"Calle Sierra de Picos Europa, 23, 28923 Alcorcón Comunidad de Madrid"
152,alcorcon,40.3492998,-3.8284295,Asador de Pollos Torrico's,Restaurantes,556,"Fuenlabrada, 21, 28921 Fuenlabrada Comunidad de Madrid"
153,alcorcon,40.3492998,-3.8284295,Pannus,Restaurantes,570,"Calle Mayor, 77, Alcorcón Comunidad de Madrid"
154,alcorcon,40.3492998,-3.8284295,Centro de Yoga y Relajacion Maitreya,Gimnasios,170,"Plaza Tejar, 2, 28921 Alcorcón Comunidad de Madrid"
155,alcorcon,40.3492998,-3.8284295,Comunidad Religiosas Trinitarias,Gimnasios,344,"Calle Alquiba, s/n, 28921 Alcorcón Madrid"
156,alcorcon,40.3492998,-3.8284295,Fit Star,Gimnasios,373,"Avenida Leganés, 2, 28921 Alcorcón Comunidad de Madrid"
157,alcorcon,40.3492998,-3.8284295,Agrupacion Deportiva Shaolin y Wu-shu,Gimnasios,405,"Plaza del Brasil, s/n, 28921 Alcorcón Madrid"
158,alcorcon,40.3492998,-3.8284295,Multigym,Gimnasios,408,"Calle Vizcaya, 6, 28921 Alcorcón Comunidad de Madrid"
159,alcorcon,40.3492998,-3.8284295,Light Gym,Gimnasios,722,"Calle Valladolid, 2, 28922 Alcorcón Comunidad de Madrid"
160,alcorcon,40.3492998,-3.8284295,"Escuela Artefusion Alcórcon Baile, música y Bienestar",Gimnasios,751,"Plaza de los Príncipes de España, 26, 28924 Alcorcón Comunidad de Madrid"
161,alcorcon,40.3492998,-3.8284295,Sport Extreme,Gimnasios,808,"Calle Sierra de Alcubierre, 12, 28923 Alcorcón Comunidad de Madrid"
162,alcorcon,40.3492998,-3.8284295,Kaizen Entrenamiento Personal y Nutrición,Gimnasios,812,"Calle Porto Lagos, 11, 28924 Alcorcón Comunidad de Madrid"
163,alcorcon,40.3492998,-3.8284295,Polideportivo los Cantos,Gimnasios,875,"Calle Cantos, s/n, 28922 Alcorcón Comunidad de Madrid"
164,alcorcon,40.3492998,-3.8284295,Jowke,Discotecas,80,"Avenida de San Martin de Valdeiglesia, 22, 28922 Alcorcón Comunidad de Madrid"
165,alcorcon,40.3492998,-3.8284295,Fortuny,Discotecas,590,"Rambla Jaume I, 35, 43850 La Rambla Tarragona"
166,alcorcon,40.3492998,-3.8284295,Bar Bodega Casas,Discotecas,986,"Avenida Lisboa, 12, 28924 Alcorcón Madrid"
167,aldea-del-fresno,40.3215212,-4.19936,Biblioteca Municipal,Bibliotecas,423,"Calle Vistillas, 0, 28620 Aldea del Fresno Madrid"
168,aldea-del-fresno,40.3215212,-4.19936,Bar Cosmos,Restaurantes,210,"Carretera Chapineria, s/n, 28620 Aldea del Fresno Madrid"
169,aldea-del-fresno,40.3215212,-4.19936,El Barril,Restaurantes,396,"Carretera Madrid, 14, 28620 Aldea del Fresno Comunidad de Madrid"
170,aldea-del-fresno,40.3215212,-4.19936,Bar el Rincon del Fresno,Restaurantes,455,"Calle Marquesa de Manzanedo, 20, 28620 Aldea del Fresno Madrid"
171,aldea-del-fresno,40.3215212,-4.19936,Cafeteria Hermanos Noriega,Restaurantes,460,"Carretera Madrid, 19, 28620 Aldea del Fresno Comunidad de Madrid"
172,aldea-del-fresno,40.3215212,-4.19936,El Jardín,Restaurantes,468,"Carretera Madrid, 12, 28620 Aldea del Fresno Comunidad de Madrid"
173,aldea-del-fresno,40.3215212,-4.19936,La Cervecería,Restaurantes,722,"Calle Perales, 2010, Aldea del Fresno Madrid"
